id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
10749,Unisex,Footwear,Flip Flops,Flip Flops,Red,Winter,2012.0,Casual,Disney Unisex Kids Mickey Star Red Flip Flops
37957,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Clarks Men Brown Leather Loafers
32419,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,ADIDAS Men Grey Shorts
56960,Women,Footwear,Shoes,Heels,Yellow,Winter,2012.0,Casual,HM Women Yellow Flats
29263,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men aStar Ride 4M Black Sports Shoes
51379,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Myntra Men Grey Shorts
12822,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Snipper Black Sandals
6907,Women,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt
18524,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1351 Black Jacket
9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Bao Blue Jeans
48254,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,The Amazing Spiderman Boys Orange T-shirt
26825,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Highlander Men Beige Trousers
29051,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Urban Movement Black T-shirt
8293,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr.Men Men's Purple Melange T-shirt
9341,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Electro Cat White T-shirt
48066,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,French Connection Men Black Jeans
18716,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Shanna Black Top
1910,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Men's Classic Patterned T-shirt
59326,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Gliders Women Black Shoes
15009,Men,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,ADIDAS Men Blue Jacket
45779,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Remanika Women Black Top
46598,Women,Footwear,Shoes,Heels,Beige,Summer,2012.0,Casual,Catwalk Women Beige Heels
48402,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Printed T-shirt
42138,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black Air Dictate Sports Shoes
4806,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt
38775,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2016.0,Casual,Woodland Men Black Shoes
1548,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Cell Exsis Sneaker
53278,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Locomotive Men Black Shirt
53876,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,U.S. Polo Assn. Men Green Flip Flops
38547,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Puma Men Grey Madison Classic Shoes
24118,Men,Footwear,Flip Flops,Flip Flops,Turquoise Blue,Fall,2011.0,Casual,Playboy Men Turquoise Blue Casual Flip Flops
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear
32841,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Grendha Women Jola Cigana Gold Flats
33993,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Shirt
24924,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top
47678,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Leopard Print Top
29607,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Indigo Nation Men Striped Purple Shirt
3811,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Pooh And Tiger Red Kidswear
35258,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Lee Women Jane Pink Striped Shirt
17934,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Puma Men Solid Black Shorts
9517,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men white brown stripe White Shirts
28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Premier Knit Grey Shorts
6799,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,Converse Unisex Yellow Canvas Shoe
2339,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White T-shirt
26489,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Graphic Black T-shirt
22815,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes
8603,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Crocs Crocband Kids Black Sandals
39653,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes
11039,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Shirt
5920,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Daily White Purple Shoe
38781,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2016.0,Casual,Woodland Men Olive Shoes
15499,Women,Footwear,Shoes,Heels,Red,Spring,2013.0,Formal,Carlton London Women Casual Red Stilettos
53882,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,U.S. Polo Assn. Men White Flip Flops
44835,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Puma Men Grey Training T-shirt
36429,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Brash White Shoes
14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts
33967,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Top
18988,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Originals Men ST Logo White Tshirt
2937,Women,Apparel,Topwear,Tshirts,Peach,Fall,2010.0,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt
7479,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Proline Men Black V-Neck T-shirt
16812,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt
39005,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top
20128,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Checkerd Blue Shirt
56994,Women,Footwear,Shoes,Flats,Orange,Winter,2012.0,Casual,HM Women Orange Sandals
39839,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
29297,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Wrangler Women Birdy Tee Black T-shirt
8869,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Blue Shirts
13904,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Nike Men Straprunner Grey Sandals
49372,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Casual Shoes
19402,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Tshirt
13138,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,iD Men Blue Casual Shoes
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,2012.0,Casual,ONLY Women Cream A-Line Dress
46108,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,ADIDAS Men Green Psychedellic Flip Flops
34528,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals
27903,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Scullers For Her Beige Trousers
19630,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Black T-shirt
48092,Women,Apparel,Topwear,Tops,Rust,Summer,2012.0,Casual,French Connection Women Rust Top
14913,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts
39237,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Femella Women Yellow Top
5578,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Sweet Classic Leather Grey White Shoe
58200,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Sports Shoes
21099,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Black Formal Shoes
41940,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
38988,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Wild West Red T-shirt
5729,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Reebok Men's Blaze White Shoe
13967,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Red Tshirts
28326,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Brown Sandals
16429,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Levi's Men Printed White Tshirts
46359,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt
6990,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt
7842,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Osu NM Black Purple Shoe
28928,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt
13369,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Toddler Brown Casual Shoes
19653,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Printed Green Top
8204,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Solid Langford Grey T-Shirts
31039,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Shirt
39254,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Casual Shoes
20379,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Urban Yoga Women Printed Grey Sweatshirt
42993,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black T-Lite Sports Shoes
28570,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Women You Wish Black T-shirt
23198,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Red Striped Shirt
22876,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Camel Casual Shoes
3288,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt
48495,Women,Apparel,Bottomwear,Trousers,Olive,Winter,2011.0,Casual,French Connection Women Olive Trousers
27538,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Scullers Men Check Red & Blue Shirt
10188,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men   Blue & White Stripe Shirt
5943,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Checked Shirt
39630,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Tiempo Natural IV Vtr White Sports Shoes
4891,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt
14528,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Off White & Blue Striped Shirt
11866,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Playboy Men Casual Red Slippers
33138,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Palm Tree Boys Check White Shirt
44856,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Foundation Polo T-shirt
11268,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Formal,Indigo Nation Men Cream Trouser Cream Trousers
37598,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Boys Blue Printed T-Shirt
29690,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Indigo Nation Men Check Charcoal Shorts
3886,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt
19839,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
2954,Women,Apparel,Bottomwear,Capris,Yellow,Fall,2010.0,Casual,DUSG Women Uttarkashi Organic Endive Capri
28742,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,W Women Printed Dark Brown Top
8452,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops
19005,Women,Apparel,Topwear,Sweatshirts,Grey,Summer,2011.0,Casual,ADIDAS Originals Women F Sleek Trf Grey Sweatshirt
2168,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Brown Shirt
22882,Men,Footwear,Sandal,Sandals,Olive,Winter,2015.0,Casual,Woodland Men Olive Casual Sandals
18311,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,Wills Lifestyle Men Striped Green Sweater
4865,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men White Liverpool Jersey
56769,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Horsefly Men Navy Blue & Red Striped Shirt
4059,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt
11892,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes
38524,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Puma Men White Surge Shoes
57489,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Formal,Lee Cooper Men Brown Shoes
45970,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top
24947,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Red Printed Top
21409,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
29664,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men White Shirt
3872,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Poster Print Slub Blue T-shirt
39092,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Striped Shirt
37934,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Mineral Women Purple Top
56903,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels
59177,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Gliders Men Olive Shoes
15258,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,ADIDAS Originals Women Concord Round Beige Casual Shoes
6158,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Quill Indigo Mood T-shirt
13993,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Future Cat M1 White Casual Shoes
12841,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Ant Kids Multi Colour Grey Tshirts
18547,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women  Blue Casual Shoes
9110,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Faas 300 Black Sports Shoes
26248,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo Tshirt
30923,Women,Apparel,Bottomwear,Skirts,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Skirt
3618,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2011.0,Casual,Puma Women's Coral Pink White Flip Flop
15856,Unisex,Footwear,Sandal,Sandals,Red,Fall,2012.0,Casual,Warner Bros Kids Unisex TJ Hit & Chase Flops Red Slippers
32648,Men,Apparel,Bottomwear,Shorts,Black,Winter,2015.0,Sports,Nike Black Legacy Woven     Training  Shorts
14984,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Sports,ADIDAS Men Real Madrid Black Sweatshirts
1973,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Casual,Quechua Mens Brown T-shirt
16072,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Solid Black Trouser
22247,Men,Footwear,Sandal,Sandals,Grey,Fall,2012.0,Casual,ID Men Grey Casual Sandals
19806,Men,Apparel,Topwear,Tshirts,Black,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Black Tshirt
7425,Women,Apparel,Topwear,Tops,Black,Spring,2011.0,Ethnic,W Women's Deep U Neck Sleeveless White Black Top
34322,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Meltdown T-shirt
3085,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Probase Men's Standing Out Yellow T-shirt
13500,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Chimp Men VVVIP Grey T-shirts
2157,Men,Apparel,Topwear,Tshirts,Yellow,Spring,2011.0,Casual,Basics Men Yellow Polo T-shirt
33107,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Pink Flats
57442,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Angry Birds Women Pink T-shirt
44869,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
11257,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men cover Black Tshirts
5372,Boys,Footwear,Shoes,Sports Shoes,Brown,Summer,2011.0,Sports,Quechua Forclaz 50 Jr 10 Brown
52130,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Printed Dress
33335,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Semi Formal Shoes
41715,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges
37795,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Players Men Check White & Green Shirt
5140,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Women's Pinstrupe Grey Melange T-shirt
14517,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & Light Brown Striped Shirt
11859,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Playboy Men Casual Green Slippers
4092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple With Orange White T-shirt
51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans
34110,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top
31462,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Advantage Geometric Blue Jersey
49578,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Catwalk Flats
22849,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
43042,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Top
13732,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts
11401,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts
57214,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Shorts
33751,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women White & Pink Top
36223,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Quick Handle White & Black Sports Shoes
20346,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Scullers For Her Women Solid Pink Sweater
34574,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Printed Black Top
7273,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Batman Men's Logo Distressed Light Yellow T-shirt
16624,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Probase Men Check Grey Trouser
2701,Girls,Apparel,Topwear,Tops,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Yellow Daisy Kidswear
13356,Women,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,Timberland Women Femmes Silver Casual Shoes
12284,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011.0,Casual,Genesis Maroon Casual Shirt
13958,Women,Apparel,Topwear,Tops,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Tops
34746,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Match Classics White Shoes
28319,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,,RTV_LoadTest
8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers
16416,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Stripes Grey Tshirts
22623,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey T-shirt
35694,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Nike Men Dunk Low Blue Shoes
7041,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Black Men's Shoe
13164,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Skechers Men Diamondback Black Sports Shoes
43614,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Vero Moda Women Pink Tunic
31234,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Striped Polo T-shirt
26283,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail
25406,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men White T-shirt
59980,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress
33563,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Wrangler Women Butterfly Yellow T-shirt
40091,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men White T-shirt
20948,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Men Adi Neo Tread Black Flip Flops
52554,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans
39865,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Polo Red T-Shirt
14341,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Nike Women Snapper Green Flip Flops
20174,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Dark Green Check Shirt
5716,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Basics Men Red T-shirt
41385,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Green Candy Shirt
15869,Girls,Footwear,Sandal,Sandals,Pink,Fall,2011.0,Casual,Warner Bros Kids Girls TJ Playlogs Pink Sandals
24712,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Mid Bas Black Casual Shoes
15055,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe
4402,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Billy Idol Men's Faceless Black T-shirt
53640,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Black Shoes
17702,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011.0,Casual,Vans unisex Authentic Yellow Casual Shoes
34580,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black Top
7287,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,DC Comics Men's Flash Flock Logo Dark Red T-shirt
35452,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt
26879,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Jealous 21 Women Printed Blue Top
27197,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Pink Dress
26045,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt
3627,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Puma Men Argon Black Sandal
29831,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Basics Men Purple Shirt
47240,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Playboy Men Purple Casual Shoes
6167,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,ADIDAS Men's Tread Black Flip Flop
35660,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,U.S. Polo Assn. Men Black Shoes
46392,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Printed T-shirt
18578,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Puma Women Black Sweatshirt
13190,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Dls Game White Sports Shoes
30312,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Viva Las Vegas Red T-shirt
3415,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Octopus White T-shirt
42732,Women,Footwear,Shoes,Flats,Silver,Winter,2012.0,Casual,Rocia Women Silver Sandals
7889,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Proline Men Grey Track Pants
55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Casual Shoes
